last_name,first_name,mlb_id,pecota_2011_obp,pecota_2012_obp,pecota_2013_obp,steamer_2011_obp,steamer_2012_obp,steamer_2013_obp,zips_2011_obp,zips_2012_obp,zips_2013_obp,pecota_2011_hr,pecota_2012_hr,pecota_2013_hr,steamer_2011_hr,steamer_2012_hr,steamer_2013_hr,zips_2011_hr,zips_2012_hr,zips_2013_hr
molina,gustavo,435238,0.26292134831460673,0.26720647773279355,,0.2607980493846273,0.0,,0.26153846153846155,0.26153846153846155,0.2846153846153846,12.0,6.0,,1.092,0.0,,5.0,5.0,1.0
molina,yadier,425877,0.3368200836820084,0.3383458646616541,0.3448905109489051,0.3402026901949934,0.3376240830713537,0.34889478337754204,0.33980582524271846,0.3403041825095057,0.34750462107208874,5.0,8.0,13.0,7.003,9.433,14.3,7.0,9.0,14.0
molina,bengie,134260,0.29554655870445345,,,0.292,0.0,,0.29082774049217003,,,13.0,,,0.0,0.0,,12.0,,
molina,jose,150040,0.2737556561085973,0.27303754266211605,0.2814814814814815,0.2848707855553654,0.28941191643022957,0.2899262899262899,0.2727272727272727,0.2958579881656805,0.2909090909090909,8.0,3.0,4.0,4.034,4.784,4.7,3.0,3.0,5.0
molina,felix,452301,,,,0.286,,,,,,,,,0.0,,,,,
